date,headline,sub-headline
9/5/18,Nike Returns to Familiar Strategy With Kaepernick Ad Campaign,Nike has often tried to capitalize on controversy. Will marketing featuring Colin Kaepernick pay off?
9/5/18,Ayanna Pressley Upsets Capuano in Massachusetts House Race,"Mr. Capuano, a 10-term incumbent, conceded to Ms. Pressley after a primary campaign in which she insisted that “change can’t wait.’’"
9/6/18,Trump Lashes Out After Reports of ‘Quiet Resistance’ by Staff,An Op-Ed column by an unnamed senior administration official added to the impression left by Bob Woodward’s book of aides seeking to thwart a president’s “reckless decisions.”
9/6/18,Kavanaugh Ducks Questions on Presidential Powers and Subpoenas,"On his first full day of questioning, Judge Brett M. Kavanaugh, President Trump’s nominee to the Supreme Court, would not say whether a president could be subpoenaed or pardon himself."
9/6/18,"From Mountain of CCTV Footage, Pay Dirt: 2 Russians Are Named in Spy Poisoning",The poisoning of a former Russian spy led to a landmark test of an investigative technique Britain has pioneered: accumulating mounds of visual data and sifting through it.
9/6/18,Could Monitoring Students on Social Media Stop the Next School Shooting?,"Haunted by mass killings, schools are hiring Twitter and Facebook services to keep a constant watch on students. The companies say their success can’t be measured."
9/7/18,Newly Revealed Emails Raise Fresh Objections to Kavanaugh Confirmation,"Democrats pressed Judge Kavanaugh to explain fresh disclosures on abortion rights, affirmative action and previous testimony to the Senate."
9/7/18,"It Wasn’t Me: Pence, Pompeo and a Parade of Administration Officials Deny Writing Op-Ed",The White House spent the day condemning the unnamed official and The Times for publishing the essay.
9/7/18,"Stirred by Sexual Abuse Report, States Take On Catholic Church","Attorneys general in New York, New Jersey and at least four other states are investigating after a report detailed the abuse of more than 1,000 children."
9/7/18,"India Gay Sex Ban Is Struck Down. ‘Indefensible,’ Court Says.","The ruling is a landmark victory for rights advocates, including dozens of gay petitioners who joined the case despite the threat of prosecution."
9/8/18,"In a Sign of the Economy’s Strength, Jobs and Wages Moved Higher in August",The largely positive Labor Department report hinted that tariffs could be starting to take a toll on manufacturing jobs.
9/8/18,Obama Lashes Trump in Debut 2018 Speech. President’s Response: ‘I Fell Asleep.’,"The former president offered a stinging indictment of his successor, sometimes by name, accusing him and his Republican supporters of practicing a “politics of fear and resentment.”"
9/8/18,Congressional G.O.P. Agenda Quietly Falls Into Place Even as Trump Steals the Spotlight,"This week has illustrated why Republicans put up with the chaos: As President Trump raged, his party moved toward an ideological shift in the Supreme Court that will last for decades."
9/8/18,"Cuomo Often Takes Taxpayer-Funded Planes and Helicopters, Far More Than Other Big State Governors","Gov. Andrew Cuomo took 195 trips on taxpayer-funded state aircraft last year, far more than governors in California, Texas and other large states."
9/9/18,Trump Administration Discussed Coup Plans With Rebel Venezuelan Officers,"Venezuelan military officers seeking to overthrow President Nicolás Maduro sought help from the Trump administration, which met with them several times."
9/9/18,Top Cancer Researcher Fails to Disclose Corporate Financial Ties in Major Research Journals,A senior official at Memorial Sloan Kettering Cancer Center has received millions of dollars in payments from companies that are involved in medical research.
9/9/18,China Is Detaining Muslims in Vast Numbers. The Goal: ‘Transformation.’,"Ethnic Uighurs in vast numbers have been sent to camps as part of a campaign to remove any devotion to Islam, China’s most sweeping internment program since the Mao era."
9/9/18,Top Trump Adviser Says Ted Cruz Could Lose Texas Senate Race,"Still, Mick Mulvaney, the Office of Management and Budget chief, said Republicans would be able to surmount a Democratic “movement of hate” in November."
9/10/18,CBS Chief Executive Les Moonves Steps Down After Sexual Harassment Claims,Mr. Moonves had already been negotiating his departure before a report on Sunday detailed new sexual harassment allegations against him.
9/10/18,"C.I.A. Drone Mission, Curtailed by Obama, Is Expanded in Africa Under Trump",The Obama administration had handed off much of the C.I.A.’s deadly drone program to the military. President Trump has eased those limits on secret airstrikes by the agency.
9/10/18,A Spy Story: Sergei Skripal Was a Little Fish. He Had a Big Enemy.,"Sergei Skripal and Vladimir Putin, Soviet men of the same age, were raised to wage war against the West. After the Soviet Union collapsed, one rose. And one fell."
9/10/18,California Tries New Tack on Gun Violence: Ammunition Control,The state already has some of the strictest gun control legislation. Now it's pushing to limit the unfettered sale of ammunition.
9/11/18,Trump Administration Wants to Make It Easier to Release Methane Into Air,"In a victory for energy companies, the administration plans to roll back rules covering methane leaks and the “flaring,” or burning, of the potent greenhouse gas."
9/11/18,U.S. Weighs Sanctions Against Chinese Officials Over Muslim Detention Camps,The economic penalties would be one of the first times the Trump administration has taken action against China on human rights violations.
9/11/18,"Viral Videos Are Replacing Pricey Political Ads. They’re Cheaper, and They Work.","A wave of successful outsider candidates is breaking cultural barriers and toppling incumbents, and they’re sweeping aside longstanding norms in campaigns to do it."
9/11/18,"As Hurricane Florence Threatens the Carolinas, 1 Million Ordered to Evacuate","The Southeast is bracing for a major Category 4 storm later this week, with a one-two punch of both wind and storm surge and major inland flooding."
9/12/18,Fight to Retake Last ISIS Territory Begins,"American-backed forces moved against the last slice of the Islamic State caliphate in the Middle East. But even stripped of its land holdings, the group remains a potent threat."
9/12/18,E.U.’s Leadership Seeks to Contain Hungary’s Orban,"As the Hungarian prime minister built an “illiberal state,” creating a template for the far right, center-right leaders in Brussels did little to stop him."
9/12/18,"A Horrific Crime on the Subway Led to Kendra’s Law. Years Later, Has It Helped?","Last week, the man who pushed Kendra Webdale to her death walked out of prison and into a mental health system that has been heavily influenced by her killing."
9/12/18,"As Florence’s Power Nears the Carolinas, Residents Brace for the Worst","A powerful Category 4 hurricane could linger along the coasts of North Carolina, South Carolina and Virginia, and deliver a huge life-threatening storm surge."
9/13/18,"F.D.A. Targets Vaping, Alarmed by Teenage Use",The Food and Drug Administration gave Juul Labs and four other major manufacturers 60 days to prove they can keep their devices away from minors.
9/13/18,Hurricane Florence Is a Formidable Test for FEMA and Trump,"After last year’s harsh lessons, the administration girded for a test of its ability as Hurricane Florence approached the Carolina coast."
9/13/18,"U.S. Has Highest Share of Foreign-Born Since 1910, With More Coming From Asia",The foreign-born population in the United States has reached its highest share since 1910. New arrivals are more likely to come from Asia than Latin America.
9/13/18,The Hurricane Holdouts Who Never Leave Now Face a ‘Monster’ Storm,"Those who stay put regardless of rain, wind and flooding frustrate emergency officials every time a hurricane approaches. And now Hurricane Florence is looming."
9/14/18,"As the Winds Come, Towns in Hurricane Florence’s Path Fear the Floods","The storm surge in the Carolinas could be deadly. But for inland towns, it’s the water that will fall afterward that could really bring disaster."
9/14/18,"As a New Hurricane Roars In, Trump Quarrels Over the Last One","The president dismissed the official death toll of 3,000 from Hurricane Maria, citing far lower numbers, and falsely accused Democrats of inflating the number."
9/14/18,Gov. Andrew Cuomo Easily Defeats Cynthia Nixon in New York Primary,Mr. Cuomo overcame an insurgent challenge from Ms. Nixon to claim the Democratic nomination.
9/14/18,"Dozens of Homes Burn in Andover and Lawrence, Mass., Gas Explosions","One person was killed and more than 20 were injured in the explosions, which the governor of Massachusetts said were caused by gas leaks."
9/15/18,Florence Is Blamed for at Least Five Deaths as It Roars Ashore in North Carolina,"The storm made landfall near Wilmington, N.C., and had contributed to the deaths of at least five people. Hundreds more had to be rescued."
9/15/18,Paul Manafort Agrees to Cooperate With Special Counsel; Pleads Guilty to Reduced Charges,The plea deal by President Trump’s former campaign chairman was a victory for Robert S. Mueller III’s investigation into Russian interference in the 2016 election.
9/15/18,"In This North Carolina Coastal Town, ‘Downtown Is Literally Underwater’","Hundreds were rescued from flood-marooned homes overnight, with another 150 awaiting rescue. “We are praying and hoping for the best,” one resident said."
9/15/18,The Insurgency Roared. But Andrew Cuomo Prevailed.,"The morning after his decisive primary win, Gov. Andrew Cuomo all but dismissed the idea that he had been threatened by an insurgent wave."
9/16/18,"The Economy Is Humming, but Trump Is Tweeting. Republicans Are Worried.","The president and the healthy economy have become countervailing forces, with his self-inflicted wounds obscuring the Republican message, and buoying Democrats"
9/16/18,Torrents of Water in Towns Across the Carolinas. And a Guy With a Boat.,An improvised network of volunteers has sprung up to locate and rescue people who did not evacuate for Tropical Storm Florence.
9/16/18,Where a Sore Throat Becomes a Death Sentence,"Once a year, doctors travel to Rwanda to perform lifesaving surgery on people with damaged heart valves — a disease caused by untreated strep throat."
9/16/18,Fraying Ties With Trump Put Jim Mattis’s Fate in Doubt,"Officials say that the president has soured on his defense secretary, and that Mr. Mattis is increasingly weary of capricious demands from his boss."
9/17/18,"Storm ‘Has Never Been More Dangerous,’ Governor Warns","Now a tropical depression, Florence has killed at least 16 people so far, and North Carolina officials expect the crisis to continue for many days."
9/17/18,Kavanaugh’s Nomination in Turmoil as Accuser Says He Assaulted Her Decades Ago,"“I thought he might inadvertently kill me,” said Christine Blasey Ford, who has accused the Supreme Court nominee of sexual assault when they were teenagers. He has denied the allegations."
9/17/18,Typhoon Mangkhut Slams Hong Kong and Southern China,"The year’s most powerful storm, which left a deadly trail in the Philippines, scored a near-direct hit on Hong Kong and Macau before churning across China’s southern coast."
9/17/18,"In the Carolinas, Churches Provide Spiritual Refuge and Shelter From the Storm","Congregations across the storm-drenched region were at work on Sunday, even though many regular services were canceled."
9/18/18,Kavanaugh’s Nomination in Turmoil as Accuser Says He Assaulted Her Decades Ago,"“I thought he might inadvertently kill me,” said Christine Blasey Ford, who has accused the Supreme Court nominee of sexual assault when they were teenagers. He has denied the allegations."
9/18/18,"Echoes of Anita Hill, but in a Different Era for Women",Now it is Judge Brett M. Kavanaugh who faces a hearing to address explosive accusations by Christine Blasey Ford that he sexually assaulted her when they were teenagers.
9/18/18,"Trump Hits China With Tariffs on $200 Billion in Goods, Escalating Trade War","The president said the tariffs, which will hit everyday consumer products, will go into effect on Sept. 24."
9/18/18,"In Flood-Hit Public Housing, a Reminder That the Poor Bear Brunt of Storms’ Fury","Residents of a North Carolina housing complex have found themselves at the center of a redevelopment drama, even as they wonder what will become of their Florence-hit homes."
9/19/18,Christine Blasey Ford Wants F.B.I. to Investigate Kavanaugh Before She Testifies,Her position puts the Senate Judiciary Committee hearing scheduled for Monday in doubt.
9/19/18,"On Kavanaugh, a Changed America Debates an Explosive Charge",The accusations against the Supreme Court nominee are being assessed under different social and cultural conventions than when the episode allegedly occurred.
9/19/18,China Once Looked Tough on Trade. Now Its Options Are Dwindling.,China said it would impose tariffs on an additional $60 billion of U.S. imports. But Beijing is running out of American goods to target as the trade war intensifies.
9/19/18,Trump’s Growing Legal Team Has a Problem: It’s Operating Partly in the Dark,"The president’s lawyers are struggling to understand where the investigations surrounding him are going, and the extent of his legal exposure."
9/20/18,Kavanaugh’s Supporters and His Accuser Are at an Impasse Over Her Testimony,Republicans say a hearing on Monday is Christine Blasey Ford’s only option. Her lawyer says a hearing with only her and Judge Kavanaugh “is not a fair or good faith investigation.”
9/20/18,Trump Has Put the U.S. and China on the Cusp of a New Cold War,President Trump’s pugilistic approach to China could rupture relations for years to come.
9/20/18,"For Christine Blasey Ford, a Drastic Turn From a Quiet Life in Academia","Dr. Blasey, a researcher and statistician, was reluctant to come forward with her allegation that Brett Kavanaugh, President Trump’s Supreme Court nominee, sexually assaulted her."
9/20/18,"‘Suicider!’ Came the Warning. For Afghans, Wrestlers’ Deaths Resound.","The Islamic State killed as many as 30 Afghan wrestlers in a suicide bombing at their gym. The survivors blame the government, too. Now they are rebuilding."
9/21/18,Christine Blasey Ford Opens Negotiations on Testimony Next Week,"Dr. Blasey, who accused Judge Brett M. Kavanaugh of sexually assaulting her as a teenager, has reopened discussions that could lead to testifying next week."
9/21/18,Evangelical Leaders Are Frustrated at G.O.P. Caution on Kavanaugh Allegation,They say religious conservatives may feel little motivation to vote in the November elections unless Senate Republicans defend and confirm Judge Kavanaugh.
9/21/18,Sloan Kettering’s Cozy Deal With Start-Up Ignites a New Uproar,A for-profit venture with exclusive rights to use the center’s vast archive of tissue slides has generated concerns at the nonprofit cancer center.
9/21/18,"China’s Sea Control Is a Done Deal, ‘Short of War With the U.S.’",A U.S. military flight over the South China Sea brings harsh Chinese challenges in officially international space. Officers say a new era of risk is here.
9/22/18,Rod Rosenstein Suggested Secretly Recording Trump and Discussed 25th Amendment,"In the turbulent days after the firing of James B. Comey, the deputy attorney general appeared conflicted about his role and wanted to expose administration dysfunction, people around him said."
9/22/18,Grassley Extends Negotiation Deadline for Christine Blasey Ford,"Dr. Blasey, who has accused Judge Brett Kavanaugh of sexual assault, has until 2:30 p.m. Saturday to agree to testimony terms, Charles Grassley said late Friday night."
9/22/18,"Many Voters Tend to Believe Christine Blasey Ford, Even if They Question Her Motive","In a Pennsylvania swing district, voters are gripped by the allegations against Judge Brett M. Kavanaugh, and divided over them."
9/22/18,Inside Italy’s Shadow Economy,"Within a distressed labor market, thousands of low-paid home workers create luxury garments without contracts or insurance."
9/23/18,Tentative Deal Reached for Christine Blasey Ford to Testify on Thursday,"The decision by the woman, Christine Blasey Ford, came after days of uncertainty over whether she would appear at a hearing and answer questions about her accusations of sexual assault."
9/23/18,Trump Galvanized a Movement of Women. Kavanaugh Is Testing It.,"The judge’s fate, and the Senate’s treatment of his accuser, have the makings of a pivot point in American politics — a wrenching apex in the struggle over the status of American women and abortion."
9/23/18,Sheldon Adelson Sees a Lot to Like in Trump’s Washington,"The casino magnate and his wife, initially skeptical of President Trump, are thrilled with some of his policies and have donated $55 million to Republican campaigns."
9/23/18,China and Vatican Reach Deal on Appointment of Bishops,"For the first time, the pope accepted the legitimacy of bishops chosen by the Communist Chinese government."
9/24/18,Christine Blasey Ford Reaches Deal to Testify at Kavanaugh Hearing,"Some details on the agreement still needed to be finalized, but her lawyers said those would not impede her testifying Thursday on her accusation of sexual assault."
9/24/18,Kavanaugh Was Supposed to Be a Midterm Boon for G.O.P. Not Anymore.,Republican leaders in battleground states like Missouri are increasingly doubtful that candidates can wield the court nomination as a cudgel without risking repercussions.
9/24/18,"Trump at the U.N.: Undiplomatic? This Time, Aides Fear the Opposite","The president’s advisers worry that he will be overly enthusiastic about engagement with adversaries, given his conviction that he can outmaneuver any leader or strike any deal."
9/24/18,China Is Confronting New U.S. Hostility. But Is It Ready for the Fight?,"As the acrimony intensifies, Beijing’s immediate worry is how the Chinese public will handle the trade war and what impact it might have on domestic stability."
9/25/18,Brett Kavanaugh Vows to Fight ‘Smears’ and Will Not Withdraw,"On television and in print, Judge Brett M. Kavanaugh on Monday began a remarkable campaign to defend his nomination to the Supreme Court, even as new accusations emerged."
9/25/18,"Kavanaugh’s Yearbook Page Is ‘Horrible, Hurtful’ to a Woman It Named",The Supreme Court nominee Brett Kavanaugh and some high school friends described themselves in a yearbook as “Renate” alumni. The woman they were referring to is furious.
9/25/18,"Rod Rosenstein’s Job Is Safe, for Now: Inside His Dramatic Day",Mr. Rosenstein talked last year about invoking the 25th Amendment to remove the president and secretly taping him. Those conversations were revealed last week.
9/25/18,"With Vatican Talks and Bulldozers, China Aims to Control Christianity",The moves to assert control over Catholic and Protestant churches reflect a broader effort to establish control over society under President Xi Jinping.
9/26/18,Trump Unleashes on Kavanaugh Accuser as Key Republican Wavers,"The Republican, Senator Lisa Murkowski, said she was troubled by Christine Blasey Ford’s story. Senate Republicans hired a sex-crimes prosecutor from Arizona, Rachel Mitchell, to question Dr. Blasey."
9/26/18,"Bill Cosby, Once a Model of Fatherhood, Is Sentenced to Prison",Mr. Cosby was sentenced to serve three to 10 years for drugging and sexually assaulting Andrea Constand. He said he would appeal the conviction.
9/26/18,"In a Culture of Privilege and Alcohol at Yale, Her World Converged With Kavanaugh’s","Deborah Ramirez and Judge Brett Kavanaugh came to Yale from very different backgrounds. But their college circles overlapped, and during a drinking game at a dorm party, she claims, he exposed himself to her."
9/26/18,"Trump Speech at U.N.: Scorn for Iran, Praise for Kim","The president, at the General Assembly, doubled down on his “America First” foreign policy. He did have a few kind words for Kim Jong-un of North Korea."
9/27/18,"Before Kavanaugh Hearing, New Accusations and Doubts Emerge",A new accuser and fresh evidence confronted the Supreme Court nominee Judge Brett M. Kavanaugh before a make-or-break hearing with a woman who says he assaulted her.
9/27/18,A Hearing’s Test: Blasey Must Seem Credible. Kavanaugh Must Defend but Not Attack.,"Republicans and Democrats are setting different standards by which to judge Thursday’s hearing, with the former framing it as a legal proceeding and the latter as a job interview."
9/27/18,At the Center of the Kavanaugh Accusations: Heavy Drinking,Uniting the complaints of sexual impropriety that have threatened to upend Judge Brett Kavanaugh’s confirmation is a theme of binge drinking.
9/27/18,Utilities Helped Puerto Rico Fix Its Power Grid. Now They Face Hefty Tax Bills.,Electric companies across the mainland have received tax bills from Puerto Rican cities demanding millions of dollars in payments.
9/28/18,Brett Kavanaugh and Christine Blasey Ford Duel With Tears and Fury,"At an extraordinary hearing that gripped the country, Dr. Blasey emotionally detailed the night she said Judge Brett M. Kavanaugh sexually assaulted her."
9/28/18,She Said. Then He Said. Now What Will Senators Say?,"Christine Blasey Ford’s harrowing account of a sexual assault brought some women to tears, but Judge Brett M. Kavanaugh angrily proclaimed his innocence."
9/28/18,A Nation Transfixed as Emotional Testimony in Kavanaugh Hearing Unfolds,"As Christine Blasey Ford and Judge Brett M. Kavanaugh gave their accounts in eight hours of tears, anger and exasperation, it seemed the country could not look away."
9/28/18,Tesla Chief Elon Musk Is Sued by S.E.C. in Move That Could Oust Him,"The Securities and Exchange Commission filed a lawsuit Thursday that accused Mr. Musk, the electric-car manufacturer’s chief executive, of making false and misleading public statements."
9/29/18,Trump Agrees to Open ‘Limited’ F.B.I. Investigation Into Accusations Against Kavanaugh,"The investigation must be completed “in less than a week,” the president said, bowing to a request from Senate Republican leaders facing an insurrection in their ranks."
9/29/18,A Tumultuous 24 Hours: How Jeff Flake Delayed a Vote on Kavanaugh,"The Republican senator, confronted by angry women and frustrated Democrats, got a one-week delay for the F.B.I. to investigate sexual misconduct accusations."
9/29/18,"A Bitter Nominee, Questions of Neutrality, and a Damaged Supreme Court","Experts in the law said it would be hard for Judge Kavanaugh, if he is confirmed, to set aside his bitter experience in Senate hearings."
9/29/18,"At Times, Kavanaugh’s Defense Misleads or Veers Off Point","The New York Times fact-checked his testimony, and what emerges is the image of a skilled lawyer who dissembled when pressed on certain accusations."
9/30/18,"Housing Market Slows, as Rising Prices Outpace Wages","Even in attractive, fast-growing cities like Denver, New York and Seattle, selling prices are rising more slowly and asking prices are being slashed."
9/30/18,Details of F.B.I.’s Kavanaugh Inquiry Show Its Restricted Range,The F.B.I. will interview four witnesses about accusations of sexual assault against President Trump’s Supreme Court nominee as part of a background check.
9/30/18,"Kavanaugh Battle Shows the Power, and the Limits, of #MeToo Movement","Christine Blasey Ford’s emergence shows how pivotal the movement has become, and how its dynamics have threaded their way into American life."
9/30/18,Sloan Kettering Executive Turns Over Windfall Stake in Biotech Start-Up,"With the cancer center’s corporate ties under scrutiny, the hospital told employees that no one should profit personally from representing MSK on outside boards."
10/1/18,Democrats Denounce Limits on F.B.I.’s Kavanaugh Inquiry as a ‘Farce’,"Even Democratic senators who knew the investigation would be limited expressed disappointment as investigators planned to interview only four witnesses, at least initially."
10/1/18,Indonesia Tsunami Death Toll Climbs Above 800,"Casualty figures were expected to rise significantly as rescuers scrambled to reach the worst-hit areas. Without heavy equipment, people were using their hands to claw through rubble."
10/1/18,U.S. and Canada Reach Trade Deal to Salvage Nafta,"After a year of fractious talks, the two countries reached a last-minute agreement to save the trilateral pact."
10/1/18,"6 Months Before Brexit, Many in U.K. Fear ‘It’s Looking Very Grisly’","In myriad ways, the country is in the same position it was on the morning after the 2016 referendum: without a clear plan."
10/2/18,"Trump Hails Revised Nafta Trade Deal, and Sets Up a Showdown With China",The president said the new pact will help United States companies and workers. But the deal’s importance may have less to do with its details than the signal it sends.
10/2/18,White House Tells F.B.I. to Interview Anyone Necessary for Kavanaugh Inquiry,"The White House authorized the new directive after a Democratic outcry, but the bureau must finish its investigation by Friday."
10/2/18,Indonesia Tsunami Survivors Are Burying the Dead and Desperate for Aid,Rescue efforts have been hindered by a lack of heavy equipment. Desperate Indonesians are trying to pull rubble away by hand.
10/2/18,Biden Is Preparing for 2020. Can He Overcome the Hill-Thomas Hearings?,"As he explores a possible 2020 presidential run, the former vice president finds that his role in Clarence Thomas’s confirmation hearings 27 years ago is complicating his plans."
10/3/18,Trump Engaged in Suspect Tax Schemes as He Reaped Riches From His Father,"The president has long sold himself as a self-made billionaire, but a Times investigation found that he received at least $413 million in today’s dollars from his father’s real estate empire, much of it through tax dodges in the 1990s."
10/3/18,"F.B.I. to End Kavanaugh Inquiry as Soon as Wednesday, With Vote Coming This Week","Senator Mitch McConnell’s promise to wrap up Judge Brett M. Kavanaugh’s confirmation gave it an air of inevitability, but five undecided senators are refusing to tip their hands."
10/3/18,Amazon to Raise Minimum Wage to $15 for All U.S. Workers,The company also said it would lobby the federal government for a higher minimum wage.
10/3/18,‘Better to Drown’: A Greek Refugee Camp’s Epidemic of Misery,"Trauma, psychosis and suicide attempts have become common occurrences at Moria, a Greek island camp, where aid groups warn of a mental health crisis."
10/4/18,"In Risky Shift, Trump and G.O.P. Directly Assail Christine Blasey Ford","After weeks of not directly attacking Christine Blasey Ford, the president and his Republican allies have embarked on a more aggressive effort to challenge her credibility."
10/4/18,"With a Transformed Judiciary in Sight, McConnell ‘Will Not Be Intimidated’","But Senator Mitch McConnell, Republican of Kentucky, knows he may take the blame from President Trump and conservatives if the Senate does not confirm Judge Brett Kavanaugh to the Supreme Court."
10/4/18,Vulgar Texts and Dancer Turmoil Force City Ballet to Look in the Mirror,"The country’s premier ballet company, rocked by accusations against its former leader and three male dancers, is now reassessing its culture."
10/4/18,Private Businesses Built Modern China. Now the Government Is Pushing Back.,Taxes are rising. Regulation is tightening. State-run firms are ascendant. That could spell problems for a country where economic growth is slowing.
10/5/18,Kavanaugh Vote on Friday Will Be a Showdown in the Senate,"Two Republican senators, Jeff Flake and Susan Collins, signaled satisfaction with the F.B.I. investigation, while a swing-vote Democrat, Heidi Heitkamp, came out against Judge Brett M. Kavanaugh."
10/5/18,G.O.P. Hopes Anger Over Treatment of Kavanaugh Propels Voters to the Polls,"Conservatives hope to use the liberal opposition to Judge Kavanaugh’s nomination as a graphic example of the threat posed by a Democratic takeover, but they worry that passions will dissipate."
10/5/18,"Russia Targeted Investigators Trying to Expose Its Misdeeds, Western Allies Say",American and European officials said Russian military intelligence officers were responsible for a string of attacks and attempted hacks.
10/5/18,Cuomo’s $13 Billion Solution to the Mess That Is J.F.K. Airport,"Airlines will build two new terminals that will help make Kennedy International “one of the finest airports in the world,” Gov. Andrew M. Cuomo said."
10/6/18,"Collins and Manchin Will Vote for Kavanaugh, Ensuring His Confirmation",The last-minute announcements by Senators Susan Collins and Joe Manchin III capped an emotional and deeply divisive Supreme Court confirmation process.
10/6/18,"After Lots of Bluster, Trump Has a Week to Brag About","But in Mr. Trump’s scorched-earth presidency, the victories — whether the success of Judge Brett Kavanaugh’s nomination or the trade deal with Canada and Mexico — are divisive and come at a cost."
10/6/18,"Susan Collins, Standing Alone, Makes Her Case for Kavanaugh","The Republican senator from Maine delivered a 45-minute, point-by-point civics lesson of a speech to explain her support for President Trump’s nominee."
10/6/18,Bitter Tenor of Senate Reflects a Nation at Odds With Itself,The battle over the confirmation of Judge Brett M. Kavanaugh has exposed a climate of partisan distrust rivaled by few other moments in the recent past.
10/7/18,Kavanaugh Is Sworn In After Close Confirmation Vote in Senate,His elevation locked in a solid conservative majority on the Supreme Court and capped a rancorous battle.
10/7/18,"Confirming Kavanaugh: A Triumph for Conservatives, but a Blow to the Court’s Image","The Supreme Court will move further to the right than it has been in many decades, with two distinct blocs that reflect the deep polarization of the American public and political system."
10/7/18,"Show How You Feel, Kavanaugh Was Told, and a Nomination Was Saved","Judge Kavanaugh’s angry Senate testimony, urged by the White House counsel, Don McGahn, turned the tables and emboldened demoralized Republicans."
10/7/18,"In Disaster’s Grip, Again and Again, on Indonesian Island","The earthquake and tsunami that devastated Indonesia’s Sulawesi Island struck a place where every kind of catastrophe — natural and man-made — has piled on, and help is far away."
10/8/18,Court Battle Shifts Political Terrain for Senators in Heartland,"In North Dakota and other farm states, the heated debate over the Supreme Court has nationalized the fight for the Senate, elating Republicans and worrying Democrats."
10/8/18,20 Killed in Limo Crash in New York; Deadliest U.S. Accident in 9 Years,The stretch limousine held the driver and 17 friends headed to celebrate a birthday at a brewery in upstate New York. Two pedestrians were also killed.
10/8/18,"As Storms Keep Coming, FEMA Spends Billions in ‘Cycle’ of Damage and Repair","FEMA has paid out billions for disaster recovery efforts. But many projects seem to be undertaken in defiance of climate change, leaving structures nearly as vulnerable as before."
10/8/18,Wall Street Is Booming Under Trump. But Many of Its Donors Are Embracing Democrats.,The financial community is on pace to give more money to Democratic congressional candidates and incumbents than their Republican counterparts.
10/9/18,Dire Climate Warning Lands With a Thud on Trump’s Desk,"A day after the U.N. issued a call to arms for the world to confront climate change, President Trump, who has mocked the science around it, did not broach the topic, even in vulnerable Florida."
10/9/18,Migrant Children in Search of Justice: A 2-Year-Old’s Day in Immigration Court,"Immigration courts are full of children like Fernanda. A relative brought her to the United States from Honduras, and now her grandparents are trying to get her back."
10/9/18,Rick Gates Sought Online Manipulation Plans From Israeli Intelligence Firm for Trump Campaign,The company pitched plans for fake avatars that would try to persuade Republican delegates to back the Trump campaign over that of Senator Ted Cruz and to gather intelligence on Hillary Clinton.
10/9/18,"In a Mississippi Restaurant, Two Americas Coexist Side by Side","Amid fried catfish and sweet tea, two friends in Mississippi, who agree on next to nothing about politics, navigate their differences as part of their daily shifts."
10/10/18,Nikki Haley to Resign as Trump’s Ambassador to the U.N.,"Ms. Haley, one of the few high-profile women in the Trump administration, said she would leave at the end of the year because she wanted a break after two years in a rigorous job."
10/10/18,"A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here.","Hurricane Michael arrives in the height of campaign season in Florida, and Gov. Rick Scott, who is running for the Senate, already is in heavy public service mode. So are other Florida politicians."
10/10/18,Turkish Officials Say Khashoggi Was Killed on Order of Saudi Leadership,"Security officials have concluded that the Saudi dissident was killed within two hours of his arrival at the Saudi Consulate in Istanbul, and his body dismembered."
10/10/18,U.S. Spycraft and Stealthy Diplomacy Expose Russian Subversion in a Key Balkans Vote,American national security agencies this summer handed over secret evidence to Greek authorities that prompted Athens to expel two Russian diplomats.
10/11/18,Hurricane Michael Leaves Trail of Destruction as It Slams Florida’s Panhandle,"Residents and emergency workers spent most of the day hunkered down, only emerging after nightfall to begin assessing the Category 4 storm’s toll."
10/11/18,Khashoggi’s Disappearance Puts Kushner’s Bet on Saudi Crown Prince at Risk,"More than anyone in the Trump administration, Jared Kushner cultivated Saudi Arabia’s crown prince, Mohammed bin Salman, whose family may have played a role in Jamal Khashoggi’s fate."
10/11/18,Chinese Officer Is Extradited to U.S. to Face Charges of Economic Espionage,"The Chinese intelligence official was arrested in Belgium and brought to the United States, an escalation of the Trump administration’s effort to crack down on Chinese spying."
10/11/18,"Stocks Plunge, as Fresh Tensions With China Batter Tech Shares",A slide in technology shares dragged down major stock indexes on Wall Street as investors continued to digest rising interest rates.
10/12/18,Hurricane Michael’s Deadly Strike Leaves Florida Panhandle Reeling,"Hurricane Michael has passed on to Georgia and the Carolinas, but it has left behind substantial damage in communities like Mexico Beach, where it made landfall, and Panama City."
10/12/18,Hospitals Pummeled by Hurricane Michael Scramble to Evacuate Patients,"One of Panama City’s largest hospitals said on Thursday that it was evacuating all of its approximately 130 inpatients, starting with the most critically ill."
10/12/18,Facebook Tackles Rising Threat: Americans Aping Russian Schemes to Deceive,"Ahead of the midterm elections, false and divisive messages on social media — once the specialty of Russian-linked operatives — are now increasingly being created and spread by Americans."
10/12/18,Trump Attacks the Fed as Stocks Fall and the Midterms Loom,"The president, who has hitched his political fortunes to the market’s rise, is blaming increases in interest rates for its fall. Some experts warn that the broadsides threaten the Fed’s independence."
10/13/18,‘We Need Answers’: Hurricane Michael Leaves Florida Residents Desperate for Aid,“When is anybody coming to do something?” one woman asked as Panhandle residents began searching for basic necessities.
